entity1,entity1type,entity2,entit2type,relation
study,test,FXS,problem,TeCP
study,test,ADHD,problem,TeCP
gene expression microarray analysis,test,fragile X syndrome,problem,TeCP
gene expression microarray analysis,test,fragile X syndrome,problem,TeCP
gene expression microarray analysis,test,fragile X syndrome,problem,TeCP
quantitative reverse transcription polymerase chain reaction,test,fragile X syndrome,problem,TeCP
quantitative reverse transcription polymerase chain reaction,test,fragile X syndrome,problem,TeCP
quantitative reverse transcription polymerase chain reaction,test,fragile X syndrome,problem,TeCP
quantitative reverse transcription polymerase chain reaction,test,fragile X,problem,TeCP
quantitative reverse transcription polymerase chain reaction,test,fragile X,problem,TeCP
auditory continuous performance tests,test,FXS,problem,TeCP
CPTs,test,FXS,problem,TeCP
CPTs,test,FXS,problem,TeCP
CPTs,test,FXS,problem,TeCP
CPTs,test,FXS,problem,TeCP
response inhibition,test,FXS,problem,TeCP
visual CPT,test,FXS,problem,TeCP
CPT,test,FXS,problem,TeCP
placebo-controlled clinical trial,test,disorder,problem,TeCP
placebo-controlled clinical trial,test,fragile X syndrome,problem,TeCP
placebo-controlled clinical trial,test,FXS,problem,TeCP
placebo,test,FXS,problem,TeCP
placebo,test,FXS,problem,TeCP
study,test,FXS,problem,TeCP
outcome measures,test,FXS,problem,TeCP
outcome measures,test,FXS,problem,TeCP
social cognition,test,fragile X,problem,TeCP
social cognition,test,impairment,problem,TeCP
IQ,test,autism,problem,TeCP
IQ,test,impairments,problem,TeCP
adaptive behavior,test,fragile X,problem,TeCP
study,test,hyperactive behaviour,problem,TeCP
study,test,FXS,problem,TeCP
Spatial performance,test,learning disabled,problem,TeCP
spatial performance,test,Fragile-X,problem,TeCP
molecular methods,test,retarded,problem,TeCP
study,test,mental retardation,problem,TeCP
study,test,fragile X syndrome,problem,TeCP
PCR-based,test,fragile X syndrome,problem,TeCP
systematic screening,test,fragile X syndrome,problem,TeCP
diagnostic scheme,test,fragile X syndrome,problem,TeCP
PCR,test,fragile X syndrome,problem,TeCP
Southern blotting,test,fragile X syndrome,problem,TeCP
systematic screening,test,fragile X syndrome,problem,TeCP
systematic screening,test,mentally retarded,problem,TeCP
Family studies,test,autism,problem,TeCP
association study,test,infantile autism,problem,TeCP
collaborative study,test,fragile X,problem,TeCP
collaborative study,test,fragile X,problem,TeCP
collaborative study,test,fragile X,problem,TeCP
DNA testing,test,fragile X,problem,TeCP
molecular test,test,fragile X syndrome,problem,TeCP
molecular test,test,causative mutation,problem,TeCP
placebo-controlled crossover study,test,Fragile X,problem,TeCP
placebo,test,Fragile X,problem,TeCP
tasks,test,spatial deficit,problem,TeRP
positive,problem,mutation,problem,TeRP
diagnosis,test,mental retardation,problem,TeRP
diagnosis,test,fragile X syndrome,problem,TeRP
systematic screening,test,fragile X syndrome,problem,TeRP
diagnostic scheme,test,fragile X syndrome,problem,TeRP
PCR,test,fragile X syndrome,problem,TeRP
Southern blotting,test,fragile X syndrome,problem,TeRP
diagnosis,test,fragile X syndrome,problem,TeRP
Clinical examination,test,mental retardation,problem,TeRP
systematic screening,test,fragile X syndrome,problem,TeRP
diagnosis,test,fragile X syndrome,problem,TeRP
genetic counseling,test,fragile X syndrome,problem,TeRP
non-radioisotope PCR technique,test,fragile X syndrome,problem,TeRP
DNA testing,test,fragile X,problem,TeRP
DNA testing,test,disease,problem,TeRP
demonstration,test,molecular cloning,problem,TeRP
cytogenetic testing,test,fragile X syndrome,problem,TeRP
molecular test,test,fragile X syndrome,problem,TeRP
demonstration,test,causative mutation,problem,TeRP
cytogenetic result,test,mutation,problem,TeRP
Post hoc analysis,test,behavioral symptoms,problem,TeRP
Post hoc analysis,test,FXS,problem,TeRP
mavoglurant,treatment,adverse events,problem,TeRP
fly models,test,fragile X mutation,problem,TeRP
PET,test,fragile X,problem,TeRP
dynamic mutations,problem,Fragile X syndrome,problem,TeRP
synaptic upregulated protein,problem,cognitive functions,test,TeRP
Aberrant Behavior Checklist-Community (ABC-C,test,problem behavior,problem,TeRP
Treatment Acceptability Rating Form-Revised,test,problem behavior,problem,TeRP
TARF-R,test,problem behavior,problem,TeRP
Parenting Stress Index,test,problem behavior,problem,TeRP
(PSI-4).Intention-to-treat analyses,test,problem behavior,problem,TeRP
ABC-C,test,problem behavior,problem,TeRP
Aberrant Behavior Checklist-Community (ABC-C,test,irritability,problem,TeRP
(PSI-4).Intention-to-treat analyses,test,irritability,problem,TeRP
ABC-C,test,irritability,problem,TeRP
analytical model,treatment,fragile X syndrome,problem,TeRP
evaluation,test,fragile X syndrome,problem,TeRP
ADAMS,test,Depression,problem,TeRP
assessed,test,behavior,problem,TeRP
Autistic Descriptors,test,behavior,problem,TeRP
Vineland Adaptive Behavior Scale,test,behavior,problem,TeRP
Aberrant Behavior Checklist-Community (ABC-C,test,problem behavior,problem,TeRP
ADAMS,test,behavioral symptoms,problem,TeRP
FXS,problem,double-blind,test,TeRP
FXS,problem,crossover study,test,TeRP
in vitro,test,lymphoblastoid cells,problem,TeRP
in vitro,test,FXS,problem,TeRP
in vitro,test,FMR1,problem,TeRP
in vitro,test,histone hyperacetylating,problem,TeRP
brain imaging,test,Dementia,problem,TeRP
brain imaging,test,Alzheimer disease,problem,TeRP
brain imaging,test,moya-moya disease,problem,TeRP
brain imaging,test,vascular dementia,problem,TeRP
brain imaging,test,vascular dementia,problem,TeRP
brain imaging,test,dementia,problem,TeRP
neuropsychological test scores,test,executive function,problem,TeRP
neuropsychological test scores,test,psychological symptoms,problem,TeRP
PET,test,GABAA receptor,problem,TeRP
N400 repetition,test,FXTAS,problem,TeRP
standardized molecular biology test,test,FXS,problem,TeRP
Wechsler Intelligence Scale,test,FXS,problem,TeRP
behavioral rating scales,test,Hyperactive behavior,problem,TeRP
behavioral rating scales,test,FXS,problem,TeRP
markerless motion analysis method,test,hyperkinesis,problem,TeRP
markerless motion analysis method,test,FXS,problem,TeRP
behavioral rating scale scores,test,FXS,problem,TeRP
Vineland II-Socialization raw score,test,social impairment,problem,TeRP
ABC-Social Avoidance scale,test,social impairment,problem,TeRP
fluorescent PCR,treatment,fragile X mental retardation-1,problem,TeRP
changes,test,fragile X syndrome,problem,TeRP
probe,test,fragile X syndrome,problem,TeRP
differentially,test,overrepresentation,problem,TeRP
differentially,test,fragile X,problem,TeRP
differentially,test,fragile X,problem,TeRP
overrepresentation,problem,fragile X,problem,TeRP
DNA confirmation,test,FXS,problem,TeRP
CHAT,test,FXS,problem,TeRP
Denver Criteria,test,autism,problem,TeRP
CX516,treatment,allergic rash,problem,TeRP
CX516,treatment,substantial rash,problem,TeRP
ERPs,test,FXS,problem,TeRP
Clinical Global Impression Scale-Improvement,test,anxiety,problem,TeRP
DNA testing,test,ASD,problem,TeRP
diagnostic criteria,test,ASD,problem,TeRP
diagnostic criteria,test,FXS,problem,TeRP
diagnostic criteria,test,FXS,problem,TeRP
diagnostic criteria,test,ASD,problem,TeRP
diagnostic criteria,test,fragile X,problem,TeRP
TSH,test,side effects,problem,TeRP
Conners' Global Index,test,hyperactivity,problem,TeRP
Vineland Adaptive Behavior Scale,test,hyperactivity,problem,TeRP
diagnostic criteria,test,ADHD-hyperactive type,problem,TeRP
Risk criteria,test,Autism,problem,TeRP
Risk criteria,test,autism,problem,TeRP
Checklist,test,Autism,problem,TeRP
Checklist,test,autism,problem,TeRP
CHAT,test,Autism,problem,TeRP
modified risk criteria,test,Autism,problem,TeRP
Denver Criteria,test,Autism,problem,TeRP
CHAT,test,autism,problem,TeRP
modified risk criteria,test,fragile X syndrome,problem,TeRP
modified risk criteria,test,FXS,problem,TeRP
modified risk criteria,test,autism,problem,TeRP
Denver Criteria,test,autism,problem,TeRP
DNA confirmation,test,FXS,problem,TeRP
CHAT,test,autism,problem,TeRP
CHAT,test,autism,problem,TeRP
Denver Criteria,test,autism,problem,TeRP
CHAT,test,autism,problem,TeRP
CHAT,test,FXS,problem,TeRP
Denver Criteria,test,autism,problem,TeRP
social cognition,test,impairment,problem,TeRP
social cognition,test,deficiencies,problem,TeRP
IQ,test,abnormalities,problem,TeRP
adaptive behavior,test,abnormalities,problem,TeRP
adaptive behavior,test,impairments,problem,TeRP
deficits,problem,prepulse inhibition,test,TeRP
deficits,problem,PPI,test,TeRP
spatial performance,test,global deficit,problem,TeRP
visuo-constructive component,test,spatial deficit,problem,TeRP
pilot screening survey,test,retarded,problem,TeRP
Clinical examination,test,mental retardation,problem,TeRP
non-radioisotope PCR technique,test,fragile X syndrome,problem,TeRP
DNA testing,test,disease,problem,TeRP
cytogenetic testing,test,fragile X syndrome,problem,TeRP
cytogenetic testing,test,causative mutation,problem,TeRP
folinic acid therapy,treatment,Fragile X,problem,TrAP
folinic acid therapy,treatment,fra(x,problem,TrAP
dl-Leucovorin,treatment,Fragile X,problem,TrAP
dl-Leucovorin,treatment,fra(x,problem,TrAP
folinic acid therapy,treatment,Fragile X,problem,TrAP
medication,treatment,Fragile X,problem,TrAP
folic acid,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,fragile X syndrome,problem,TrAP
folic acid,treatment,fragile X,problem,TrAP
folic acid,treatment,fragile X,problem,TrAP
stimulant,treatment,fra(X) syndrome,problem,TrAP
medications,treatment,fra(X) syndrome,problem,TrAP
methylphenidate,treatment,fra(X) syndrome,problem,TrAP
dextroamphetamine,treatment,fra(X) syndrome,problem,TrAP
oral folic acid,treatment,infantile autism,problem,TrAP
oral folic acid,treatment,fragile-X syndrome,problem,TrAP
folic acid,treatment,fragile-X syndrome,problem,TrAP
treatment,treatment,fragile-X syndrome,problem,TrAP
folic acid,treatment,fragile X syndrome,problem,TrAP
fragile X,problem,folic acid,treatment,TrAP
folic acid,treatment,mental impairment,problem,TrAP
folic acid,treatment,mental impairment,problem,TrAP
folic acid,treatment,fra(X,problem,TrAP
folic acid,treatment,fra(X,problem,TrAP
Folate,treatment,fra(X),problem,TrAP
Folate,treatment,disorder,problem,TrAP
treatment,treatment,fra(X),problem,TrAP
treatment,treatment,disorder,problem,TrAP
high-dose folic acid,treatment,fra(X) syndrome,problem,TrAP
high-dose folic acid,treatment,fra(X) syndrome,problem,TrAP
treatment,treatment,fra(X) syndrome,problem,TrAP
folic acid,treatment,fragile X syndrome,problem,TrAP
folic acid,treatment,fra(X) positive,problem,TrAP
folic acid,treatment,X-linked mental retardation,problem,TrAP
folic acid,treatment,XLMR,problem,TrAP
folic acid,treatment,fra(X) positive cells,problem,TrAP
FUdR induction system,test,fra(X) positive cells,problem,TrAP
randomized controlled trial,treatment,FXTAS,problem,TrAP
NMDA,treatment,FXTAS,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
disease-modifying therapies,treatment,FXTAS,problem,TrAP
mGluR5 antagonist,treatment,FXS,problem,TrAP
mavoglurant,treatment,behavioral symptoms,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
mavoglurant,treatment,behavioral symptoms,problem,TrAP
pharmacological,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,fragile X syndrome,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
placebo-controlled trial,treatment,FXS,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
phosphodiesterase-4D (,test,cognitive function,problem,TrAP
phosphodiesterase-4D (,test,behavioral outcomes,problem,TrAP
PDE4D,treatment,cognitive function,problem,TrAP
PDE4D,treatment,behavioral outcomes,problem,TrAP
allosteric inhibitor,treatment,cognitive function,problem,TrAP
allosteric inhibitor,treatment,behavioral outcomes,problem,TrAP
allosteric inhibitor,treatment,fragile X syndrome,problem,TrAP
allosteric inhibitor,treatment,FXS,problem,TrAP
FXS,problem,treatments,treatment,TrAP
treatments,treatment,FXS,problem,TrAP
analytic intervention,treatment,behavior,problem,TrAP
functional communication training,treatment,behavior,problem,TrAP
FCT,treatment,behavior,problem,TrAP
telehealth,treatment,behavior,problem,TrAP
analytic intervention,treatment,problem behaviors,problem,TrAP
analytic intervention,treatment,FXS,problem,TrAP
functional communication training,treatment,problem behaviors,problem,TrAP
functional communication training,treatment,FXS,problem,TrAP
FCT,treatment,problem behaviors,problem,TrAP
FCT,treatment,FXS,problem,TrAP
telehealth,treatment,problem behaviors,problem,TrAP
telehealth,treatment,FXS,problem,TrAP
FCT,treatment,FXS,problem,TrAP
FXS,problem,treatment,treatment,TrAP
FCT,treatment,problem behaviors,problem,TrAP
telehealth,treatment,problem behaviors,problem,TrAP
treatment,treatment,problem behaviors,problem,TrAP
FCT,treatment,behavioral problems,problem,TrAP
treatment,treatment,behavioral problems,problem,TrAP
intervention,treatment,behavioral problems,problem,TrAP
FCT,treatment,problem behaviors,problem,TrAP
FCT,treatment,FXS,problem,TrAP
treatments,treatment,problem behaviors,problem,TrAP
treatments,treatment,FXS,problem,TrAP
analytic treatment,treatment,behavior,problem,TrAP
telehealth,treatment,behavior,problem,TrAP
analytic treatment,treatment,problem behavior,problem,TrAP
telehealth,treatment,problem behavior,problem,TrAP
telehealth,treatment,neurodevelopmental disorders,problem,TrAP
treatment,treatment,problem behavior,problem,TrAP
treatment,treatment,neurodevelopmental disorders,problem,TrAP
trofinetide,treatment,fragile X syndrome,problem,TrAP
trofinetide,treatment,fragile X syndrome,problem,TrAP
Trofinetide,treatment,fragile X syndrome,problem,TrAP
trofinetide,treatment,core fragile X syndrome,problem,TrAP
treatment,treatment,core fragile X syndrome,problem,TrAP
lovastatin,treatment,fragile X syndrome,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
parent-implemented language intervention,treatment,fragile X syndrome,problem,TrAP
PILI,treatment,fragile X syndrome,problem,TrAP
teleconferencing,treatment,fragile X syndrome,problem,TrAP
lovastatin,treatment,fragile X syndrome,problem,TrAP
parent-implemented language intervention,treatment,FXS,problem,TrAP
PILI,treatment,FXS,problem,TrAP
teleconferencing,treatment,FXS,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
citicoline,treatment,tremor,problem,TrAP
citicoline,treatment,balance abnormalities,problem,TrAP
citicoline,treatment,cognitive decline,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
treatment,treatment,tremor,problem,TrAP
treatment,treatment,balance abnormalities,problem,TrAP
treatment,treatment,cognitive decline,problem,TrAP
treatment,treatment,FXTAS,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
treatment,treatment,Fragile-X syndrome,problem,TrAP
treatment,treatment,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
cognitive training,treatment,FXS,problem,TrAP
CT,treatment,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
CT,treatment,FXS,problem,TrAP
EGCG,treatment,cognition,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
Cannabidiol,treatment,FXS,problem,TrAP
Cannabidiol,treatment,behavioral symptoms,problem,TrAP
Cannabidiol,treatment,FXS,problem,TrAP
CBD,treatment,FXS,problem,TrAP
CBD,treatment,behavioral symptoms,problem,TrAP
CBD,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
treatment,treatment,behavioral symptoms,problem,TrAP
treatment,treatment,FXS,problem,TrAP
ZYN002,treatment,FXS,problem,TrAP
transdermal CBD gel,treatment,FXS,problem,TrAP
ZYN002,treatment,FXS,problem,TrAP
ZYN002,treatment,behavioral symptoms,problem,TrAP
treatment,treatment,behavioral symptoms,problem,TrAP
donepezil,treatment,fragile X syndrome,problem,TrAP
intervention,treatment,cognition,problem,TrAP
intervention,treatment,behavior,problem,TrAP
analytic interventions,treatment,behavior,problem,TrAP
analytic interventions,treatment,developmental disorders,problem,TrAP
analytic interventions,treatment,problem behaviors,problem,TrAP
function-based behavior,treatment,problem behaviors,problem,TrAP
analytic interventions,treatment,problem behaviors,problem,TrAP
analytic interventions,treatment,fragile X syndrome,problem,TrAP
analytic interventions,treatment,FXS,problem,TrAP
telehealth,treatment,problem behaviors,problem,TrAP
telehealth,treatment,fragile X syndrome,problem,TrAP
telehealth,treatment,FXS,problem,TrAP
function-based behavioral,treatment,problem behaviors,problem,TrAP
telehealth,treatment,problem behaviors,problem,TrAP
telehealth,treatment,FXS,problem,TrAP
folic acid,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,fragile X syndrome,problem,TrAP
folic acid,treatment,fragile X,problem,TrAP
methylphenidate,treatment,fra(X) syndrome,problem,TrAP
dextroamphetamine,treatment,fra(X) syndrome,problem,TrAP
oral folic acid,treatment,infantile autism,problem,TrAP
oral folic acid,treatment,fragile-X syndrome,problem,TrAP
treatment,treatment,fragile-X syndrome,problem,TrAP
folic acid,treatment,fragile X syndrome,problem,TrAP
folic acid,treatment,behavior problems,problem,TrAP
folic acid,treatment,fragile X syndrome,problem,TrAP
folic acid,treatment,fragile X,problem,TrAP
folic acid,treatment,mental impairment,problem,TrAP
folic acid,treatment,mental impairment,problem,TrAP
folic acid,treatment,fra(X,problem,TrAP
folic acid,treatment,fra(X,problem,TrAP
Folate,treatment,fra(X),problem,TrAP
treatment,treatment,fra(X),problem,TrAP
high-dose folic acid,treatment,fra(X) syndrome,problem,TrAP
high-dose folic acid,treatment,fra(X) syndrome,problem,TrAP
folic acid,treatment,fragile X syndrome,problem,TrAP
folic acid,treatment,fragile X syndrome,problem,TrAP
folic acid,treatment,fra(X) positive,problem,TrAP
folic acid,treatment,X-linked mental retardation,problem,TrAP
folic acid,treatment,XLMR,problem,TrAP
folic acid,treatment,fra(X) positive cells,problem,TrAP
phosphodiesterase-4D (,treatment,fragile X syndrome,problem,TrAP
phosphodiesterase-4D (,treatment,FXS,problem,TrAP
PDE4D,treatment,fragile X syndrome,problem,TrAP
PDE4D,treatment,FXS,problem,TrAP
functional communication training,treatment,problem behaviors,problem,TrAP
functional communication training,treatment,FXS,problem,TrAP
FCT,treatment,problem behaviors,problem,TrAP
FCT,treatment,FXS,problem,TrAP
FCT,treatment,FXS,problem,TrAP
FCT,treatment,problem behaviors,problem,TrAP
FCT,treatment,problem behavior,problem,TrAP
FCT,treatment,behavioral problems,problem,TrAP
FCT,treatment,problem behaviors,problem,TrAP
FCT,treatment,FXS,problem,TrAP
trofinetide,treatment,fragile X syndrome,problem,TrAP
trofinetide,treatment,fragile X syndrome,problem,TrAP
Trofinetide,treatment,fragile X syndrome,problem,TrAP
trofinetide,treatment,core fragile X syndrome,problem,TrAP
lovastatin,treatment,fragile X syndrome,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
parent-implemented language intervention,treatment,fragile X syndrome,problem,TrAP
PILI,treatment,fragile X syndrome,problem,TrAP
lovastatin,treatment,fragile X syndrome,problem,TrAP
parent-implemented language intervention,treatment,FXS,problem,TrAP
PILI,treatment,FXS,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
citicoline,treatment,tremor,problem,TrAP
citicoline,treatment,balance abnormalities,problem,TrAP
citicoline,treatment,cognitive decline,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
cognitive training,treatment,FXS,problem,TrAP
CT,treatment,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
CT,treatment,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
CT,treatment,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
Cannabidiol,treatment,FXS,problem,TrAP
Cannabidiol,treatment,FXS,problem,TrAP
CBD,treatment,FXS,problem,TrAP
CBD,treatment,FXS,problem,TrAP
ZYN002,treatment,FXS,problem,TrAP
transdermal CBD gel,treatment,FXS,problem,TrAP
ZYN002,treatment,FXS,problem,TrAP
ZYN002,treatment,behavioral symptoms,problem,TrAP
donepezil,treatment,fragile X syndrome,problem,TrAP
analytic interventions,treatment,developmental disorders,problem,TrAP
analytic interventions,treatment,problem behaviors,problem,TrAP
analytic interventions,treatment,problem behaviors,problem,TrAP
analytic interventions,treatment,fragile X syndrome,problem,TrAP
analytic interventions,treatment,FXS,problem,TrAP
allopregnanolone,treatment,neurodegenerative diseases,problem,TrAP
allopregnanolone,treatment,nervous system injury,problem,TrAP
allopregnanolone,treatment,neuropathies,problem,TrAP
allopregnanolone,treatment,FXTAS,problem,TrAP
allopregnanolone treatment,treatment,FXTAS,problem,TrAP
Cogmed,treatment,FXS,problem,TrAP
Cogmed,treatment,FXS,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
mavoglurant,treatment,mGluR5,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
mGluR5-negative allosteric modulators,treatment,FXS,problem,TrAP
NAMs,treatment,FXS,problem,TrAP
NAMs,treatment,FXS,problem,TrAP
basimglurant,treatment,FXS,problem,TrAP
basimglurant,treatment,FXS,problem,TrAP
NAM,treatment,FXS,problem,TrAP
parent-implemented intervention,treatment,FXS,problem,TrAP
parent-implemented intervention,treatment,intellectual disability,problem,TrAP
allopregnanolone,treatment,FXTAS,problem,TrAP
allopregnanolone,treatment,FXTAS,problem,TrAP
allopregnanolone,treatment,neurodegeneration,problem,TrAP
allopregnanolone,treatment,FXTAS,problem,TrAP
serotonin reuptake inhibitor,treatment,autism,problem,TrAP
sertraline,treatment,FXS,problem,TrAP
sertraline,treatment,FXS,problem,TrAP
sertraline,treatment,fragile X syndrome,problem,TrAP
sertraline,treatment,FXS,problem,TrAP
sertraline,treatment,autism spectrum disorder,problem,TrAP
sertraline,treatment,FXS,problem,TrAP
sertraline,treatment,FXS,problem,TrAP
antipsychotic drugs,treatment,FXS,problem,TrAP
aripiprazole,treatment,FXS,problem,TrAP
psychoactive drugs,treatment,FXS,problem,TrAP
aripiprazole,treatment,FXS,problem,TrAP
Riluzole,treatment,ERK,problem,TrAP
riluzole,treatment,ERK,problem,TrAP
riluzole,treatment,FXS,problem,TrAP
riluzole,treatment,ERK,problem,TrAP
psychotropic monotherapy,treatment,ERK,problem,TrAP
Minocycline,treatment,MMP-9,problem,TrAP
Minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,behavioural abnormalities,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,behavioural abnormalities,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,neural defects,problem,TrAP
minocycline,treatment,behavioural abnormalities,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
valproic acid,treatment,FMR1 gene,problem,TrAP
VPA,treatment,FMR1 gene,problem,TrAP
VPA,treatment,FXS,problem,TrAP
VPA,treatment,ADHD,problem,TrAP
VPA,treatment,FXS,problem,TrAP
antipsychotic drugs,treatment,behavioral cluster,problem,TrAP
FXS.We,problem,aripiprazole,treatment,TrAP
aripiprazole,treatment,FXS,problem,TrAP
aripiprazole,treatment,FXS,problem,TrAP
Glutamatergic dysregulation,problem,pathophysiology,treatment,TrAP
pathophysiology,treatment,fragile X syndrome,problem,TrAP
pathophysiology,treatment,FXS,problem,TrAP
riluzole,treatment,FXS.Riluzole,problem,TrAP
treatment,treatment,FXS,problem,TrAP
riluzole,treatment,FXS,problem,TrAP
mGluR5 receptor,treatment,FXS,problem,TrAP
mGluR5 receptor,treatment,FXS,problem,TrAP
subtype-selective inhibitor,treatment,FXS,problem,TrAP
mGluR5,treatment,FXS,problem,TrAP
FMR1,problem,methylation,treatment,TrAP
mGluR5 receptor,treatment,FXS,problem,TrAP
methylation,treatment,FMR1,problem,TrAP
Minocycline,treatment,MMP-9,problem,TrAP
Minocycline,treatment,synapse abnormalities,problem,TrAP
minocycline,treatment,FXS.Twenty,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
methylation,treatment,CGG,problem,TrAP
HDAC,problem,DNA demethylating agent,treatment,TrAP
treatment,treatment,lymphoblastoid cells,problem,TrAP
treatment,treatment,FXS,problem,TrAP
treatment,treatment,FMR1,problem,TrAP
allopregnanolone,treatment,neurodegenerative diseases,problem,TrAP
allopregnanolone,treatment,nervous system injury,problem,TrAP
allopregnanolone,treatment,neuropathies,problem,TrAP
allopregnanolone,treatment,lymphocytic bioenergetics,problem,TrAP
allopregnanolone,treatment,pharmacometabolomics,problem,TrAP
allopregnanolone,treatment,FXTAS,problem,TrAP
neurosteroid,treatment,neurodegenerative diseases,problem,TrAP
neurosteroid,treatment,nervous system injury,problem,TrAP
neurosteroid,treatment,neuropathies,problem,TrAP
neurosteroid,treatment,lymphocytic bioenergetics,problem,TrAP
neurosteroid,treatment,pharmacometabolomics,problem,TrAP
neurosteroid,treatment,FXTAS,problem,TrAP
allopregnanolone treatment,treatment,FXTAS,problem,TrAP
non-pharmacological controlled trial,treatment,FXS,problem,TrAP
Cogmed,treatment,FXS,problem,TrAP
Cogmed,treatment,FXS,problem,TrAP
working memory,treatment,FXS,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
AFQ056,treatment,FXS,problem,TrAP
mavoglurant,treatment,mGluR5,problem,TrAP
AFQ056,treatment,mGluR5,problem,TrAP
mavoglurant,treatment,social gaze,problem,TrAP
AFQ056,treatment,social gaze,problem,TrAP
mavoglurant,treatment,pupil size,problem,TrAP
AFQ056,treatment,pupil size,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
AFQ056,treatment,FXS,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
mGluR5,problem,FXS,problem,TrAP
NAMs,treatment,FXS,problem,TrAP
basimglurant,treatment,FXS,problem,TrAP
basimglurant,treatment,FXS,problem,TrAP
NAM,treatment,FXS,problem,TrAP
parent-implemented intervention,treatment,language,problem,TrAP
parent-implemented intervention,treatment,FXS,problem,TrAP
parent-implemented intervention,treatment,intellectual disability,problem,TrAP
allopregnanolone,treatment,clinical symptoms,problem,TrAP
allopregnanolone,treatment,FXTAS,problem,TrAP
neurosteroid,treatment,clinical symptoms,problem,TrAP
neurosteroid,treatment,brain activity,problem,TrAP
neurosteroid,treatment,FXTAS,problem,TrAP
allopregnanolone,treatment,FXTAS,problem,TrAP
allopregnanolone,treatment,neurodegeneration,problem,TrAP
allopregnanolone,treatment,FXTAS,problem,TrAP
serotonin reuptake inhibitor,treatment,serotonin synthesis,problem,TrAP
serotonin reuptake inhibitor,treatment,neurogenesis,problem,TrAP
serotonin reuptake inhibitor,treatment,autism,problem,TrAP
sertraline,treatment,serotonergic pathway,problem,TrAP
sertraline,treatment,serotonergic pathway,problem,TrAP
sertraline,treatment,FXS,problem,TrAP
sertraline,treatment,serotonergic pathway,problem,TrAP
sertraline,treatment,FXS,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
memantine,treatment,attention,problem,TrAP
memantine,treatment,working memory,problem,TrAP
memantine,treatment,attention/working,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
disease-modifying therapies,treatment,FXTAS,problem,TrAP
mGluR5 antagonist,treatment,FXS,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
mavoglurant,treatment,FXS,problem,TrAP
lovastatin,treatment,protein synthesis,problem,TrAP
lovastatin,treatment,FMRP,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
Memantine,treatment,Alzheimer's disease,problem,TrAP
Memantine,treatment,FXTAS,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
chronic memantine,treatment,FXTAS,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
neuroprotective treatments,treatment,neurodegenerative disorder,problem,TrAP
